100626728	2	9606	0	446
218076283	42	12558	0	243276
56506883	6	2557550	1	154834
45465977	1	10090	1883	9606
100120605	29	9606	83333	83333
100785894	1	9606	7091	9606
2748743	6	37502	659	10090
10014666	17	131567	314146	1
91056345	1	9606	68214	91561
76633345	2	314146	9986	0
39436796	4	9606	9606	11021
258627819	14	2763	1	562
46611461	244	1	36329	2762
100695966	4	1642	72149	28211
210482820	11	338	9986	9606
203527536	4	314146	274	34073
195079430	10	716545	1437010	4113
251098367	60	458682	9606	1
36798510	2	2759	10090	9606
258922579	1	0	198110	4932
171319743	1	640131	77009	9606
231841219	5	9606	1987146	3055
252006031	23	2	458639	9606
71848019	210	2	562	0
68641801	1	4682	9606	5911
245218612	1	11060	10345	131567
207948888	3	83333	524364	9606
170228659	1	487759	35688	10760
208028931	1	1221391	68263	1542
239633866	12	5911	9606	0
42922554	6	1437010	9913	1
63712616	6	33154	11308	2336
100669720	2	9606	1916	4911
29605648	3	716545	37296	9606
84934620	4	3039	314146	1
69326313	12	9606	1	83333
20203269	12	2	278021	9606
88657312	3	9606	11034	9606
88067139	1	2169991	333760	83334
35079140	137	131567	382	131567
2463	1	1280	2211645	623
88341640	62	2	5911	37502
83210109	2	1	1307	5476
151748707	1	9606	4932	3562
118596485	2	243277	562	5702
69903878	1	131567	9606	562
161889715	8	1	284590	11622
244882388	24	562	1	131567
212706539	3	9606	5811	131567
153459025	17	1	1437201	83333
152749627	1	2287	9606	508771
68566620	2	11588	9606	405038
151379550	12	29320	12098	487
71715560	2	9606	210	2
32734073	2	9606	186497	9606
251222566	3	314146	99287	446
120409097	15	931972	9606	0
211794071	2	274	0	9606
208611499	6	33154	9606	4932
212507261	5	9606	4932	559292
251211475	5	9606	10090	6087
92089574	1	7227	314146	28875
30848170	3	36362	10245	9838
70699340	2	9606	9606	131567
70911895	2	470	4932	0
3175983	1	170187	3649	30538
70199525	6	1236	401614	9606
87964792	9	2681611	930945	2301731
9103687	6	1	243230	9606
35370286	31	33154	1423	559292
115017420	2	131567	355277	9606
144207774	65	10506	9606	33154
119975967	2	9606	9606	131567
201795123	9	5654	287	4932
212331486	3	9606	300852	9606
179998663	2	176299	5843	4932
39071390	11	3055	10090	116057
86684709	200	131567	9606	203122
46607947	3	246196	1	1437010
144494946	1	9606	1358809	314146
100062240	2	1437010	1314	559292
29670385	9	9606	228410	559292
76635926	6	0	562	0
274713682	2	9606	562	3055
71848594	32	131567	9606	0
208520678	2	33154	652611	1050
210902877	3	3055	9606	1314
162458088	1	3055	2732588	2900548
220368834	7	562	5702	33154
208672602	12	215580	431947	818
176120041	13	9606	5813	2
153188373	17	2759	314146	3039
120120562	8	4932	3039	9606
272576032	3	759272	4932	0
86684678	2	2303	9844	9606
195122899	40	33154	2210	508771
200716934	3	83333	9606	1815509
171431244	1	314146	83333	40318
86761202	2	5141	470	9606
197061673	12	1223260	29388	1236
211580159	1	314146	11320	2759
212573755	6	9606	446	4932
87941360	6	169963	5702	9606
77592373	240	371095	8355	5811
69959980	30	39054	9606	10090
88639747	2	33154	559292	1437010
203659241	1	1	0	562
43319305	1	559292	1078020	562
84933882	4	3039	353565	9606
1294357	6	86665	35128	131567
37931933	2	274	562	1437010
227832490	2	0	1958907	131567
1279425	3	99287	4896	9844
179859881	16	9606	131567	9606
68479105	16	9606	1236	29292
91123045	4	9606	10506	2759
230801975	4	83333	562	10116
43292582	4	7227	412694	0
63684480	3	9606	36329	1
86684987	2	9606	9606	4932
72570248	1	648	4911	1247190
2795910	2	9606	0	0
38519226	2	435590	8355	10506
144301041	1	1247190	1236	2190
43319312	25	4932	319795	562
203678796	4	9606	0	5141
218025078	2	1063	290402	756982
170221469	60	36351	3044782	10090
39512632	4	4932	33154	264198
156831499	2	9606	3702	10665
23943791	3	314146	0	9606
115348522	60	3071212	5911	9606
151495310	2	176299	10090	8355
115324255	10	9606	0	9606
100927995	1	11963	9606	10090
58494168	2	9606	9606	9606
264107850	1	103690	10090	2759
88067821	52	9606	9606	9606
1739800	8	5654	9913	1852835
172457928	92	2	9606	2
56122667	10	9606	9606	4932
208610534	35	2759	2190	2190
39065684	4	0	9606	30538
177825306	11	9606	9913	2263
176397196	5	9606	760839	0
239623136	3	1385	559292	86661
45425027	3	9606	1437010	1773
1251079	1	303	9606	562
57998317	2	9606	170187	9606
258576022	10	35688	1409	9606
264251330	2	559292	8355	160488
197061704	6	1223260	9606	4932
57237393	2	0	2697049	9606
202381672	8	3055	2	224308
30360129	1	2301731	1046	8355
202666653	88	1783272	2507575	290400
251234785	3	2287	11676	33154
45958435	1	1	1502	211586
29702848	3	9606	9606	1783272
202066569	1	0	314146	11676
115142950	1	9606	4896	314146
211565250	1	562	9606	300852
44876631	64	91347	9606	8707
1298750	13	1	208964	246196
180123564	8	2759	9913	9606
1740070	4	5654	573	83333
244498651	2	8355	0	543
239172375	1	10377	9606	37502
42664418	30	6099	2	2946627
272586430	2	9606	77133	5911
36884570	13	33154	114525	9913
253366585	9	11308	1	9606
258911511	18	2	1004011	10116
43513471	1	9606	0	1
115297398	68	131567	2759	77133
212921923	5	562	9606	11676
259197718	1	0	2759	1665
195209372	4	131567	3052230	9606
57517069	1	9606	272942	0
260070340	1	83333	9606	0
56263359	2	5691	9606	111955
210365401	2	9606	1437010	314146
36972539	10	1	91891	11244
1741306	1	5689	10116	3042615
9543033	2	4932	8355	9606
259936098	12	9606	63363	2681598
56498796	2	9606	9606	1236
43511755	4	0	56636	53446
10094031	1324	1	2303	9606
2473570	8	5654	33154	9541
249420545	3	3055	10756	71275
267543229	2	9606	9606	1198980
151694359	1	303	131567	83333
1518192	1	83333	9606	9606
115032240	1	9606	9606	9606
177968792	1	4932	9606	339854
23580975	66	28890	562	1
45927434	1	559292	674954	9606
198387721	2	314565	1437010	284813
217682728	2	300852	131567	129788
163775719	28	131567	9606	559292
160642494	5	243274	5689	7668
29627303	3	9606	9913	9606
161686751	15	131567	5664	9606
69960760	1	83332	1	1086011
38048368	1	4932	1	10298
42070852	6	1958907	83333	30538
196639687	1	0	1519788	5693
203815540	6	4932	1422	131567
193209558	361	131567	9606	173
239623275	18	2	9606	128987
161745825	11	1	5654	10090
22293893	3	10756	9606	5654
271718636	3	537021	35688	70601
212574597	1	1	759272	3562
37798927	15	1	5690	3702
70568352	2	10090	2697049	90371
156350627	360	1982658	0	11158
195157636	40	33213	0	562
161611095	5	186497	131567	5702
251326037	5	1773	9823	9606
36526766	8	2	5763	1
43318323	2	9606	4932	131567
171430356	24	307898	9606	246197
100946414	2	1	5547	3055
57856883	14	9606	9606	9606
245246387	1	9606	342451	9606
68498381	3	83333	195055	9913
100751475	3	240364	562	559292
90347080	3	287	128987	2303
2976	3	9606	1	10090
58138397	62	1	83333	29488
195080882	14	716545	429344	160488
205945099	34	131567	9606	2759
70057950	6	1003835	11084	303
261532215	1	10090	9606	1437010
68619400	17	197	562	83333
208694453	8	243277	5691	732
211794242	12	9606	10090	300852
251213723	1	33154	6100	9606
38381379	8	90371	4932	623
38680862	7	9606	883	2011081
57881487	1	5811	314146	9606
100063529	10	342108	562	67320
195122624	3	1783272	1404	315953
119951689	49	2	1910950	9606
249350816	2	9606	9606	272626
171350359	2	4932	10760	9606
249425472	2	9606	9606	9606
84929253	1080	464095	1123958	9606
161809216	3	2759	2681611	562
56628314	16	2	9606	5141
248310290	8	445336	0	885275
100622219	3	4932	176279	3055
264088295	80	1	9606	9823
178864879	4	562	9606	2788787
70200696	1	274	32049	559292
161847902	6	1	9606	9606
36893421	6	303	371094	479434
220815229	7	10923	33154	9606
171331824	1	4932	1423	1324935
491832	3	4932	101510	9606
45445442	2	0	9606	83333
9319553	2	9606	10665	9606
57834292	3	9606	561007	11320
39457904	9	0	2	2
239634162	8	5911	29003	9606
212921861	2	9606	9606	1
245282975	10	300852	562	197221
88617362	4	2	9606	12814
239624724	2	9606	4751	9606
161534703	18	2170195	411476	10116
208088604	1	9606	9606	9606
264072240	2	314146	68170	0
264102625	1	292	145262	5654
197701895	1	3055	9606	4952
56205804	3	9606	0	3028117
202306163	4	33511	3055	5501
80616018	2	11676	3039	2748688
8993	1	9606	562	33154
57880587	1	5811	9606	0
88963029	9	2	8714	4932
59664597	4	3055	314146	4890
160967098	4	9606	2697049	4932
208234636	19	1	9606	9606
42829208	11	9606	1519788	10090
220912485	3	9606	4932	9606
151507729	108	32524	9606	1191475
274272449	25	131567	543	99287
56878799	12	28890	2732541	10991
245125669	7	1	8355	4932
201795083	2	5702	1601067	716545
43134658	1	9606	314146	1437010
86014689	1	559292	458682	2530183
70916562	1	2303	5691	9606
115055205	9	1	8355	1
203016340	2	10116	83332	83333
264088828	1	5702	2	10760
197700757	9	4932	258594	9606
272583931	5	9823	2557550	5911
72669718	6	9606	11266	562
29705212	1	9606	1311	190485
32965142	42	131567	186497	9606
176399960	4	1639	1236	9606
264096964	6	9606	39054	4932
61418498	3	9606	10760	272558
36968637	3	2190	209285	10665
248310561	1	669	2	4932
100674761	3	9606	5654	4932
9253477	95	1224	9606	10506
162456144	2	1428	3055	63363
62625596	5	10506	11676	12136
70687521	1	9823	204090	33213
202154955	9	36329	11569	861557
56118326	1	7955	9606	0
248714930	1	273063	4896	551276
86323077	120	1	37502	12069
72401255	1	10116	9606	12080
90318349	1	1	0	1224
171531018	4	9606	9606	9606
2497910	1	10571	307898	99287
207976321	7	5911	1773	5911
197921556	4	209285	716545	9606
86635459	2	9606	33154	3702
35367355	9	4932	1	9606
22112840	2	314147	9606	1519788
249406277	1	4932	5811	0
89680118	1	6500	10245	557722
251104592	10	458682	9606	3702
120315427	1	1247190	1	131567
100744446	41	9606	9606	9606
119955854	1	759272	172315	9606
84934021	4	3039	32523	0
62517913	8	5911	8616	9606
258812406	8	35688	9606	2961
171431721	1	2697049	28901	10665
250574686	2	9606	9606	353565
35418173	96	1224	9606	9844
157160488	1	759272	1	1
67163552	8	0	3760	2697049
201798861	1	9606	33154	4932
218063186	3	2759	1423	9606
152538081	1	83333	9606	12092
179862344	8	9606	93061	9606
9748379	1	399549	9606	284812
42186902	2	9606	1437201	9606
153459788	6	9606	53369	9606
36966609	56	1773	209285	9606
151285670	1	70863	580240	0
40484970	1	9606	274	83333
160606504	1	1423	9031	1491
218889364	33	2759	83332	9606
115351055	12	1	9606	186497
90826344	14	131567	9606	11676
260227880	20	9606	2419949	3044782
264083128	5	5141	9606	3702
207977073	7	5911	5911	1762
195177225	2	322710	0	2590919
9781197	4	4932	9606	1125630
161612631	2	3052314	9606	5702
202326733	1	7668	0	644223
57437885	8	33075	2260	9606
458704	3	131567	11082	559292
163275937	2	9606	33154	3039
30346454	4	2301731	2	9606
264109562	1	312017	85006	39054
277173736	1	9606	2	10335
34945237	3	10090	314146	174633
163544185	1	0	441771	633813
215867699	1	562	131567	9606
153421357	1	1309	9606	5476
58960653	25	91347	2788787	115987
703871	1	9606	307456	285006
42352446	1	300852	9606	9606
195153566	8	131567	2731619	1074308
198014369	1	1280	562	0
84933167	4	3039	2759	9606
76635933	1	0	9606	0
69555446	3	9606	2287	5541
534522	36	83333	5693	12242
72414549	1	6183	3055	35621
245650016	3	324602	4932	9606
23949665	2	4932	0	6637
88606940	1	9913	2697049	216591
115353131	2	2759	9986	314146
100742036	34	314146	40979	9606
202316353	1	7668	4932	1061
195060823	2	314146	5141	10090
214406361	301	131567	28890	186794
180183124	3	42906	33154	2759
62197668	4	10090	1931	9606
44712669	2	131567	393133	10090
70912989	1	9606	77643	36329
251699858	1	5722	7227	312017
244081426	3	1	1404	4932
2314561	8	5654	669	9913
217875336	1	1050	399795	9606
100047467	2	562	0	4932
86601390	1	759272	543939	131567
200143016	6	9606	131567	382
86753971	6	11105	323	9606
281965	1	9606	2182	29025
245334729	1	33154	83334	9606
161001045	2	1773	10090	4932
259472579	1	565050	5476	9606
44002986	8	131567	9823	2234
31166108	1329	1	1247190	0
245224100	8	4932	11676	36374
38450816	88	2759	0	9031
176396325	5	7787	11070	1392
69911286	1	9606	103690	2169700
42055212	27	9606	9606	1783272
100591853	1	9606	9606	5811
249409337	1	131567	1063	5691
88604573	1	882	562	1916
251703000	1	3702	9606	131567
193192676	5	181210	312017	9606
179207490	2	1437010	9606	287
210365485	2	1773	9606	1
163716479	2	1501	1224	411901
163442500	27	11308	2759	632
258308741	12	35688	4932	562
151286628	1	7227	274	1
32563959	60	10884	5689	131567
82880076	1	3702	2	410359
23009479	4	2759	1376	33090
75404594	11	1423	562	28890
521174	1	314146	9606	1872678
207977926	7	5911	63186	0
57470093	1	1718	4932	3379134
62544836	17	1236	2282904	507601
35079044	1	9606	9606	9606
198387679	3	131567	10090	2170205
63701130	24	9606	1	155920
70916467	42	2	6032	9913
264111906	1	312017	295679	2759
36972725	1	266	9606	0
62440644	7	5911	9606	580240
45552293	9	9606	1063	307898
163561594	2	0	1437010	9606
151291306	2	1437010	521674	1282
61450802	2	312017	322104	9606
9224578	1	9606	1224	3702
72408609	8	9606	262724	0
176288651	30	1289469	33511	319224
193193790	1	9606	10116	5353
259208990	80	1437010	1	33154
479209	4	1	5541	820
43126826	2	337	33213	10090
208629697	1	272942	83333	35688
264103194	1	10090	1437201	301887
83210043	1	3702	9606	1423
44632117	1080	1987146	623	36903
71725595	1	2261	1	10726
250575159	1	1437010	9606	10754
259200609	1	70448	5664	216816
91475020	3	131567	1	8670
72669275	1	1717	330779	9606
248619559	10	68042	1052	562
91123530	6	10090	9606	314146
90840530	2	353152	312017	399726
271627424	3	69014	1	9606
152756215	1	9606	4932	9837
265048957	1	33154	322710	86665
227922268	52	2759	7776	9606
68523059	1	9606	411901	300852
69595278	2	1437010	287889	4932
59675872	6	4565	9606	1379270
82868770	5	562	5911	680789
88074813	7	2	9606	562
202672040	1	272559	585	10273
176397647	12	1955558	5911	9606
80560837	1	11676	3028117	1
212513247	3	1	5811	0
84935039	4	3039	262968	9606
100927611	5	33903	176299	284812
171329102	1	0	223926	9606
56497905	1	9606	9606	2681611
9021895	3	1437010	6100	9606
212195182	4	559292	32523	1437010
29645812	102	1224	694009	9606
253361933	1	284590	9606	3888
274875605	13	33154	10367	135621
152746418	4	7070	99287	5811
60180169	2	9606	9606	3702
68163500	2	762903	10090	9606
86684677	2	2303	83332	9606
212903880	1	1	694009	181762
45957029	3	208964	9940	83541
10014864	2	9606	932662	5654
274276881	6	559292	7668	322710
227947697	5	0	2759	4932
171549553	500	131567	5037	69014
239633305	12	5911	227871	9913
68536004	2	5702	208964	9913
258248198	12	35688	1352	10090
72593328	4	3039	10090	10090
178223234	1	1437010	135740	272131
197842579	2	9606	562	131567
34984264	3	9606	9606	10090
251705552	1	3702	1437010	10090
88353253	6	339854	9606	927
152819959	23	12195	1378066	542
76597674	1	4932	9606	170187
239905006	1	668369	4932	10661
214402935	8	131567	9606	29549
152563477	6	2	9606	1
231846418	1	9606	33154	4890
211572831	1	0	9606	11676
210374126	2	9844	2	559292
9094092	1	9606	12287	9606
176411444	1	4932	9606	1437010
197935752	3	9606	679895	411476
258795990	12	35688	2759	49338
176400071	1	351671	210	9606
220370061	3	10090	3702	9606
153438863	1	314146	1805492	2759
258929218	30	2	1	9606
245216739	203	1	9606	204455
34966785	64	314146	29292	99287
163584759	5	5690	9606	28044
86675944	1	9606	99287	1423
163579212	31	4932	208964	9606
151497466	2	1437010	9606	2913378
61453443	5	312017	314146	10090
84934434	4	3039	9606	0
202557858	24	131567	559292	3039
3632787	20	33154	2686364	1
43126329	1	1437010	32523	2190
215780304	4	562	559292	2238
75020840	8	1437010	9606	35689
30867344	2	1	1496	5690
244592218	47	131567	33154	243231
272580984	4	83333	9606	71275
86679194	1	83334	9606	9606
211074548	1	9606	9606	314146
212929413	191	33213	2759	1
87960668	1	9606	4932	1
115331244	2	33213	9606	10090
57678259	2	4932	9606	2301731
73035013	2	559292	300852	2697049
211016515	2	131567	11676	131567
239950256	3	1313	716545	91061
79781713	1	11676	243277	9606
1251504	5	4932	9606	1437010
211794342	18	9606	2681611	2336
3021160	1	4896	2590919	155892
10668	13	10090	632	12092
264258001	1	51655	3055	1519788
151507766	1	9606	4932	35689
56118768	1	4932	565995	0
153174156	2	9606	9606	2169595
56046297	120	10345	9913	0
56248614	2	9606	2557550	1437010
71847623	2	1280	37124	9606
100522185	1	9606	131567	9606
245222463	1	559292	12230	3712
38209398	4	1224	9913	562
208672788	1	12023	2843972	0
266770307	180	10524	9606	10090
61435158	4	1	5911	384505
100622370	12	340184	5702	10090
68537595	2	5702	314146	2759
245242754	60	72539	10254	9606
151756985	542	12258	759272	9606
203022460	5	3702	12110	9606
250579050	2	521006	10239	243090
208413832	1	10090	226186	1647551
202372399	1	9606	1224	2759
151497505	4	9606	33154	9606
36357024	4	209285	131567	1224
80633532	1	559292	9606	3700
152559086	6	9606	753758	1773
264084044	5	33154	9606	83333
243381562	1	580240	100673	10090
160733092	1	9606	6239	9606
2478361	12	1513	34	9606
70183782	5	10090	559292	1
100669710	2	9606	2287	9606
173291752	230	2301731	9606	10090
43126986	1	286636	1437010	632
201794283	2	5702	10090	300852
232122544	3	1	10241	559292
81852572	6	0	131567	2748688
243971144	60	1	4932	11259
37629122	2	9606	0	8355
260089972	4	243232	9606	4932
193206768	1	562	33511	2
90827581	45	131567	562	197
232121990	2	9606	0	1519788
245295428	1	559292	9606	131567
274711186	2	4932	29892	5702
178127497	1	295405	5654	2759
88066047	1	0	10359	186497
23393522	7	1313	314146	10090
264093288	2	5691	0	9606
91419987	3	1	9606	727
100939035	6	1437010	9606	208726
23956484	1	9913	11676	0
264114259	1	0	1423	9606
115150416	3	632	1437010	9606
151506194	2	131567	9606	502800
265046829	6	1519788	8355	31631
42828881	2	1	10335	9606
259802649	60	2027243	9606	759272
171319895	15	33154	9606	8355
85866653	1	246197	33836	44689
43318391	17	1236	0	2697049
63688137	8	1423	131567	1437010
38381812	50	1	10360	9606
171322412	1	273075	33154	0
68470637	8	44689	5702	5062
30792611	1	0	9606	9606
243808842	1	1	4932	131567
603392	10	32524	9606	0
215903103	1	83333	11320	511145
244490147	1	32523	1	8710
69337213	20	9606	666	9606
70060505	28	562	5654	10090
161737492	1	10090	92652	9606
197992520	60	763552	11983	9913
251999626	2	9606	469383	9606
91420675	1	83334	97421	28875
62949522	5	10506	5811	2759
200709241	13	3028117	131567	131567
2519594	3	353565	5911	551987
240365152	6	9606	2913378	0
118596440	8	562	10506	1
10141398	6	10377	650130	2336
72669576	1	176280	1302	511145
208298211	2	507601	9606	8355
195928986	5	6032	380703	131567
245342161	2	531310	559295	131567
207910908	4	4932	9606	4577
2520195	3	353565	264462	83333
2455649	12	9606	9606	9606
161851247	19	131567	353565	9606
42667832	2	559292	562	9606
42765786	1	9606	1519788	562
213110049	1	4565	300852	9606
163278787	2	39107	2	36329
120105798	1	9606	2759	1954171
179015236	75	2	9606	9606
115360412	5	559292	2697049	9823
32965371	2	9606	1185654	9606
161960967	2	5722	10090	33154
264114007	1	0	9606	247156
180186255	4	322710	559292	1223260
212709308	1	8355	2697049	272942
264074574	6	716545	5702	9606
1291700	16	83333	153964	6239
210964344	11	2	6182	1
178369374	4	0	246194	9606
263891873	38	131567	131567	1
68556694	1	262968	28503	5353
9319710	1	6421	11676	8355
30847673	2	9606	3055	8724
43749946	6	2	9606	12305
248412147	1	1	90371	11019
195936296	365	1	147537	1
69406073	1	9606	9606	5541
195075286	3	2759	9606	5693
261528971	1	272557	33154	2
34958698	2	9606	4932	4932
40033480	3	246196	2336	9606
35079162	4	0	297245	2759
2494528	245	464095	33511	9606
171322215	1	10090	63363	0
202574467	2	9606	131567	212035
61421327	1	882	562	11676
178040222	1	83333	9606	139
24022644	1	2261	2157	186801
89997418	60	12081	0	3039
250442871	6	1	1	1590
86757316	1	314146	7955	1236
196647727	8	9606	131567	4896
88046645	1557	2	272557	5911
151811421	3	287	1	0
75063055	124	131567	9606	35688
45561623	1	4932	9606	2190
244046823	2	70601	9606	559292
244047607	1	131567	2681611	290399
264301030	6	1519788	1	208964
232856576	2	9031	4932	12216
230801682	18	2287	99287	131567
161816436	6	1	243232	1
215756582	1	9986	9606	224324
202311600	1	7668	111955	1385
151487026	1	9606	285540	2335
211577546	2	10090	33213	39947
72410023	1	9606	9606	5811
264111728	1	312017	869692	9606
91139965	25	131567	694009	543736
76633171	12	211586	9606	9606
22467650	17	562	562	9606
70569096	1	419947	185639	131567
201807504	2	556	9606	5911
197062316	1	10677	0	9606
212217365	4	2759	11676	4893
253095442	3	1	1198980	83333
34944607	2	9606	3424297	99287
193157028	120	181210	91561	83333
203024806	2	9606	9606	262968
202201836	6	1053225	39803	39054
40485205	27	1	5911	759272
198336150	1	314146	562	1582
227920612	2	33213	142786	559292
62497207	14	5911	9606	273068
248714523	2	9606	9606	0
533958	10	9606	1	562
218894696	1	9606	9606	7227
210367790	1	525919	9606	224324
197925438	3	716545	192952	33154
151810949	6	670	9606	9606
1581642	2	9606	83333	1296592
38662800	1	7159	507601	1718
43318948	4	131567	1280	638632
36795063	6	131567	1236	2557550
69907844	1	9606	573	10884
208694531	310	2	5691	9606
215870948	3	131567	33213	559292
100103464	34	131567	2	30538
207920611	24	1061	9606	9606
248438532	16	246194	181486	5811
239312541	5	28890	1706444	4212
267559839	6	9606	573	10090
195060243	60	1123958	9606	562
115061014	30	265	11259	9606
160607135	2	4932	5690	77763
606930	3	300852	4932	9606
35367218	16	562	562	9606
195161053	9	208964	33090	2590919
227978991	2	56636	353565	3379134
14284352	3	48465	9606	10710
212208672	2	9606	1437010	3055
201709505	3	5911	367110	9913
32733049	11	577	4932	1094508
161712841	14	9606	131567	2
29704696	2	9606	9606	290402
201736773	3	5911	0	9606
151506958	1	4932	1	10090
62949989	10	1	5811	9606
56507570	1	2681617	469008	4932
248438724	12	1	2731619	4932
90350141	3	9606	32524	4932
202640361	1	536056	2759	10090
68457803	8	44689	0	243230
211032644	2	2	1299	274
249406749	32	131567	37502	3055
248619442	1	158879	240292	5654
196177108	2	6239	4932	272943
264108266	1	0	4932	485
70126960	2	10090	10357	9844
71846494	16	9606	4565	3562
160726146	2	4932	2759	1211386
179534793	9	33154	4932	287
328720	1	4932	9606	9844
