2452086	8799	8799	0	1390	1390	1a19-assembly1	A	B	P11540	P11540	17598	17599
8803	8803	8803	0	9606	9606	1a1e-assembly1	A	B	P12931	P12931	17606	17607
212208393	8808	8808	0	9606	11676	1a1n-assembly1	A	C	P01889	nan	17616	17617
8813	8813	8813	0	11103	11103	1a1r-assembly1	A	C	O39914	P27958	17626	17627
8813	8814	8814	0	11103	11103	1a1r-assembly2	B	D	O39914	P27958	17628	17629
8815	8815	8815	0	11103	11103	1a1r-assembly3	A	B	P27958	P27958	17630	17631
8878	8878	8878	0	2261	2261	1a1s-assembly1	A-8	A-10	Q51742	Q51742	17756	17757
8887	8887	8887	0	9606	9606	1a1u-assembly1	A	C	P04637	P04637	17774	17775
8888	8888	8888	0	9606	9606	1a1x-assembly1	A	A-2	P56278	P56278	17776	17777
271349	271349	271349	0	10116	10116	1a25-assembly1	A	B	P68403	P68403	542698	542699
9320834	271373	271373	0	9913	9913	1a2w-assembly1	A	B	P61823	P61823	542746	542747
76464044	271374	271374	0	9986	9986	1a2x-assembly1	A	B	P02586	P02643	542748	542749
91139919	271382	271382	0	2265	2265	1a2z-assembly1	B	D	O07883	O07883	542764	542765
151730334	281486	281486	0	9913	9913	1a37-assembly1	A	B	P63103	P63103	562972	562973
43749830	281490	281490	0	9913	0	1a37-assembly1	B	Q	P63103	nan	562980	562981
281496	281496	281496	0	9913	0	1a38-assembly1	B	Q	P63103	nan	562992	562993
281498	281498	281498	0	83333	83333	1a3a-assembly2	B	D	P00550	P00550	562996	562997
202410056	281529	281529	0	0	0	1a3i-assembly1	A	A-2	nan	nan	563058	563059
215889380	281527	281527	0	0	0	1a3i-assembly1	A	B	nan	nan	563054	563055
215889380	281528	281528	0	0	0	1a3i-assembly1	A	C	nan	nan	563056	563057
202410056	281568	281568	0	0	0	1a3i-assembly1	A-2	A-3	nan	nan	563136	563137
215889380	281566	281566	0	0	0	1a3i-assembly1	A-2	B-2	nan	nan	563132	563133
215889380	281567	281567	0	0	0	1a3i-assembly1	A-2	C-2	nan	nan	563134	563135
202410056	281598	281598	0	0	0	1a3i-assembly1	A-3	A-4	nan	nan	563196	563197
215889380	281596	281596	0	0	0	1a3i-assembly1	A-3	B-3	nan	nan	563192	563193
215889380	281597	281597	0	0	0	1a3i-assembly1	A-3	C-3	nan	nan	563194	563195
202410056	281619	281619	0	0	0	1a3i-assembly1	A-4	A-5	nan	nan	563238	563239
215889380	281617	281617	0	0	0	1a3i-assembly1	A-4	B-4	nan	nan	563234	563235
215889380	281618	281618	0	0	0	1a3i-assembly1	A-4	C-4	nan	nan	563236	563237
215889380	281629	281629	0	0	0	1a3i-assembly1	A-5	B-5	nan	nan	563258	563259
215889380	281630	281630	0	0	0	1a3i-assembly1	A-5	C-5	nan	nan	563260	563261
215889380	281541	281541	0	0	0	1a3i-assembly1	B	C	nan	nan	563082	563083
215889380	281577	281577	0	0	0	1a3i-assembly1	B-2	C-2	nan	nan	563154	563155
215889380	281604	281604	0	0	0	1a3i-assembly1	B-3	C-3	nan	nan	563208	563209
215889380	281622	281622	0	0	0	1a3i-assembly1	B-4	C-4	nan	nan	563244	563245
215889380	281631	281631	0	0	0	1a3i-assembly1	B-5	C-5	nan	nan	563262	563263
62946982	281634	281634	0	0	0	1a3j-assembly1	A	A-2	nan	nan	563268	563269
215889380	281632	281632	0	0	0	1a3j-assembly1	A	B	nan	nan	563264	563265
215889380	281633	281633	0	0	0	1a3j-assembly1	A	C	nan	nan	563266	563267
202410056	281673	281673	0	0	0	1a3j-assembly1	A-2	A-3	nan	nan	563346	563347
215889380	281671	281671	0	0	0	1a3j-assembly1	A-2	B-2	nan	nan	563342	563343
215889380	281672	281672	0	0	0	1a3j-assembly1	A-2	C-2	nan	nan	563344	563345
202410056	281703	281703	0	0	0	1a3j-assembly1	A-3	A-4	nan	nan	563406	563407
215889380	281701	281701	0	0	0	1a3j-assembly1	A-3	B-3	nan	nan	563402	563403
215889380	281702	281702	0	0	0	1a3j-assembly1	A-3	C-3	nan	nan	563404	563405
202410056	281724	281724	0	0	0	1a3j-assembly1	A-4	A-5	nan	nan	563448	563449
215889380	281722	281722	0	0	0	1a3j-assembly1	A-4	B-4	nan	nan	563444	563445
215889380	281723	281723	0	0	0	1a3j-assembly1	A-4	C-4	nan	nan	563446	563447
215889380	281734	281734	0	0	0	1a3j-assembly1	A-5	B-5	nan	nan	563468	563469
215889380	281735	281735	0	0	0	1a3j-assembly1	A-5	C-5	nan	nan	563470	563471
215889380	281646	281646	0	0	0	1a3j-assembly1	B	C	nan	nan	563292	563293
215889380	281682	281682	0	0	0	1a3j-assembly1	B-2	C-2	nan	nan	563364	563365
215889380	281709	281709	0	0	0	1a3j-assembly1	B-3	C-3	nan	nan	563418	563419
215889380	281727	281727	0	0	0	1a3j-assembly1	B-4	C-4	nan	nan	563454	563455
215889380	281736	281736	0	0	0	1a3j-assembly1	B-5	C-5	nan	nan	563472	563473
208233415	281750	281750	0	9606	9606	1a3q-assembly1	A	B	Q00653	Q00653	563500	563501
281753	281753	281753	0	10090	12130	1a3r-assembly1	H	P	P04936	Q505N9	563506	563507
23956529	281752	281752	0	10090	12130	1a3r-assembly1	L	P	P04936	Q52L64	563504	563505
281767	281767	281767	0	9823	9823	1a3y-assembly1	A	B	P81245	P81245	563534	563535
67165707	331747	331747	0	9913	9913	1a45-assembly1	A	A-2	P23005	P23005	663494	663495
5153645	331765	331765	0	32002	32002	1a4c-assembly2	B	D	P00280	P00280	663530	663531
331819	331819	331819	0	9606	9606	1a4p-assembly1	A-4	B-4	P60903	P60903	663638	663639
331828	331828	331828	0	9606	9606	1a4p-assembly2	A-5	A-4	P60903	P60903	663656	663657
331845	331845	331845	0	9606	9606	1a4p-assembly2	B-2	B-3	P60903	P60903	663690	663691
34988774	331846	331846	0	9606	9606	1a4p-assembly2	B-2	B-8	P60903	P60903	663692	663693
458842	458842	458842	0	9606	9606	1a52-assembly3	A	A-3	P03372	P03372	917684	917685
458846	458846	458846	0	9606	9606	1a52-assembly3	A-3	B-4	P03372	P03372	917692	917693
458847	458847	458847	0	9606	9606	1a52-assembly3	B-2	B-4	P03372	P03372	917694	917695
459060	459060	459060	0	83333	83333	1a5t-assembly1	A	A-2	P28631	P28631	918120	918121
264572161	459080	459080	0	2336	2336	1a5z-assembly1	A-2	A-3	P16115	P16115	918160	918161
487808	487808	487808	0	9606	9606	1a6a-assembly2	B	A-2	P01903	P01911	975616	975617
489249	489249	489249	0	12282	12282	1a6c-assembly1	A-34	A-48	Q88894	Q88894	978498	978499
489572	489572	489572	0	12282	12282	1a6c-assembly1	A-55	A-56	Q88894	Q88894	979144	979145
489586	489586	489586	0	12282	12282	1a6c-assembly1	A-59	A-60	Q88894	Q88894	979172	979173
489883	489883	489883	0	1423	1423	1a6f-assembly2	A	A-2	P25814	P25814	979766	979767
212551273	489890	489890	0	562	562	1a6j-assembly1	A-2	B-2	P69829	P69829	979780	979781
489888	489888	489888	0	562	562	1a6j-assembly1	B	A-2	P69829	P69829	979776	979777
163497766	489911	489911	0	10090	10090	1a6v-assembly2	M	I	P01724	nan	979822	979823
72529799	520969	520969	0	2190	2190	1a79-assembly1	A	C	Q58819	Q58819	1041938	1041939
520971	520971	520971	0	2190	2190	1a79-assembly1	B	C	Q58819	Q58819	1041942	1041943
32971298	520973	520973	0	2190	2190	1a79-assembly1	C	D	Q58819	Q58819	1041946	1041947
520983	520983	520983	0	10116	10116	1a7b-assembly1	B	C	P08921	P08921	1041966	1041967
520984	520984	520984	0	10116	10116	1a7b-assembly1	B	D	P08921	P08921	1041968	1041969
520987	520987	520987	0	10116	10116	1a7b-assembly3	C	D	P08921	P08921	1041974	1041975
86704084	520988	520988	0	9606	0	1a7c-assembly1	A	B	P05121	nan	1041976	1041977
86704085	520989	520989	0	9606	0	1a7c-assembly1	A	C	P05121	nan	1041978	1041979
200712806	520991	520991	0	9606	9606	1a7f-assembly1	A	B	P01308	P01308	1041982	1041983
521009	521009	521009	0	1063	1063	1a7j-assembly2	A-3	A-7	P12033	P12033	1042018	1042019
521012	521012	521012	0	1063	1063	1a7j-assembly2	A-4	A-6	P12033	P12033	1042024	1042025
521021	521021	521021	0	1063	1063	1a7j-assembly3	A	A-2	P12033	P12033	1042042	1042043
521028	521028	521028	0	32630	32630	1a7l-assembly4	A	B-2	P0AEX9	P0AEX9	1042056	1042057
68503201	521030	521030	0	10090	10090	1a7o-assembly1	L	H	P01635	P01820	1042060	1042061
521034	521034	521034	0	817	817	1a7t-assembly1	A	B	P25910	P25910	1042068	1042069
521037	521037	521037	0	9606	9606	1a7x-assembly1	A	B	P62942	P62942	1042074	1042075
534011	534011	534011	0	9606	9606	1a81-assembly2	A	C	P43405	P43405	1068022	1068023
534011	534013	534013	0	9606	9606	1a81-assembly2	A	E	P43405	P43405	1068026	1068027
534011	534020	534020	0	9606	9606	1a81-assembly2	C	E	P43405	P43405	1068040	1068041
534028	534025	534025	0	9606	9606	1a81-assembly3	C	D	P07766	P43405	1068050	1068051
534028	534026	534026	0	9606	9606	1a81-assembly4	K	L	P07766	P43405	1068052	1068053
534028	534027	534027	0	9606	9606	1a81-assembly5	G	H	P07766	P43405	1068054	1068055
534028	534028	534028	0	9606	9606	1a81-assembly6	A	B	P07766	P43405	1068056	1068057
534028	534029	534029	0	9606	9606	1a81-assembly7	I	J	P07766	P43405	1068058	1068059
534028	534030	534030	0	9606	9606	1a81-assembly8	E	F	P07766	P43405	1068060	1068061
534040	534040	534040	0	2261	2261	1a8l-assembly1	A	A-2	Q51760	Q51760	1068080	1068081
534041	534041	534041	0	2261	2261	1a8l-assembly2	A	A-3	Q51760	Q51760	1068082	1068083
534045	534045	534045	0	11676	11676	1a8o-assembly1	A	A-2	P12497	P12497	1068090	1068091
86784620	534055	534055	0	562	562	1a8r-assembly1	A	C-2	P0A6T5	P0A6T5	1068110	1068111
534202	534202	534202	0	294	294	1a8s-assembly2	A-10	A-11	O31158	O31158	1068404	1068405
171431490	534152	534152	0	294	294	1a8s-assembly2	A-2	A-5	O31158	O31158	1068304	1068305
534208	534208	534208	0	1894	1894	1a8u-assembly1	A	B	O31168	O31168	1068416	1068417
59305063	551935	551935	0	12475	12475	1a92-assembly1	A-2	D-4	P25989	P25989	1103870	1103871
76449376	551937	551937	0	12475	12475	1a92-assembly1	C-2	D-3	P25989	P25989	1103874	1103875
59305063	551939	551939	0	12475	12475	1a92-assembly1	C-2	D-4	P25989	P25989	1103878	1103879
248412950	551947	551947	0	12475	12475	1a92-assembly3	B	D	P25989	P25989	1103894	1103895
151561391	551973	551973	0	562	562	1a98-assembly1	B	B-2	P0A9M5	P0A9M5	1103946	1103947
552101	552101	552101	0	562	562	1a9x-assembly1	A	B	P00968	P0A6F1	1104202	1104203
161075241	605253	605253	0	10665	10665	1aa0-assembly1	A-2	A-3	P10104	P10104	1210506	1210507
653777	653777	653777	0	10090	10090	1ab0-assembly1	A	A-2	P04117	P04117	1307554	1307555
653781	653781	653781	0	10116	10116	1ab8-assembly2	A	A-2	P26769	P26769	1307562	1307563
232896905	653785	653785	0	10116	10116	1ab8-assembly2	A-2	B-2	P26769	P26769	1307570	1307571
653783	653783	653783	0	10116	10116	1ab8-assembly2	B	A-2	P26769	P26769	1307566	1307567
247002649	653784	653784	0	10116	10116	1ab8-assembly2	B	B-2	P26769	P26769	1307568	1307569
88634960	653813	653813	0	0	0	1ab9-assembly2	D	D-2	nan	nan	1307626	1307627
9543095	653838	653838	0	9913	0	1ab9-assembly3	C	D	P00766	nan	1307676	1307677
88634960	653844	653844	0	0	0	1ab9-assembly3	D	D-2	nan	nan	1307688	1307689
100671859	653856	653856	0	9606	6421	1abi-assembly1	H	I	P00734	P28504	1307712	1307713
653861	653861	653861	0	10090	10090	1abo-assembly3	A	B-2	P00520	P00520	1307722	1307723
177826131	653860	653860	0	10090	0	1abo-assembly3	A	C	P00520	P55194	1307720	1307721
215096026	653863	653863	0	0	10090	1abo-assembly3	C	B-2	P00520	P55194	1307726	1307727
653866	653866	653866	0	10090	10090	1abq-assembly1	A	A-2	P00520	P00520	1307732	1307733
653868	653868	653868	0	0	0	1abt-assembly1	A	B	P02710	P60615	1307736	1307737
39380983	739437	739437	0	10090	10090	1ac6-assembly1	A	B	Q5R1F5	Q5R1F5	1478874	1478875
89968925	739438	739438	0	9913	6421	1acb-assembly1	E	I	P00766	P01051	1478876	1478877
34958448	936299	936299	0	9606	9606	1ad9-assembly3	A	L-2	nan	nan	1872598	1872599
205448852	936302	936302	0	9606	9606	1ad9-assembly3	B	H-2	nan	nan	1872604	1872605
936315	936315	936315	0	274	274	1adj-assembly3	B	C-2	P56194	P56194	1872630	1872631
936316	936316	936316	0	274	274	1adj-assembly3	B	D-2	P56194	P56194	1872632	1872633
936326	936326	936326	0	9606	9606	1adq-assembly1	A	H	P01861	nan	1872652	1872653
936325	936325	936325	0	9606	9606	1adq-assembly1	A	L	P01861	nan	1872650	1872651
936329	936329	936329	0	28285	28285	1adv-assembly1	A	B	P03265	P03265	1872658	1872659
1197656	1197656	1197656	0	70142	70142	1ae7-assembly2	A	A-2	P00608	P00608	2395312	2395313
1197670	1197670	1197670	0	10710	10710	1ae9-assembly1	A-2	A-3	P03700	P03700	2395340	2395341
1197674	1197674	1197674	0	10710	10710	1ae9-assembly1	A-3	B-3	P03700	P03700	2395348	2395349
58979214	1231819	1231819	0	3055	3055	1af5-assembly1	A	A-2	P05725	P05725	2463638	2463639
100752376	1231835	1231835	0	9606	9606	1afo-assembly1	A	B	P02724	P02724	2463670	2463671
1231842	1231842	1231842	0	10116	10116	1afs-assembly1	A	B	P23457	P23457	2463684	2463685
1231843	1231843	1231843	0	11676	11676	1afv-assembly1	A	B	P12497	P12497	2463686	2463687
243382153	1231851	1231851	0	11676	10090	1afv-assembly1	B	K	P12497	Q99LC4	2463702	2463703
1231850	1231850	1231850	0	11676	10090	1afv-assembly1	B	M	P12497	nan	2463700	2463701
89964024	1242017	1242017	0	9913	9913	1ag8-assembly1	A	B	P20000	P20000	2484034	2484035
1242023	1242023	1242023	0	562	562	1ag9-assembly1	A	B	P61949	P61949	2484046	2484047
212208393	1242034	1242034	0	9606	11676	1age-assembly1	A	C	P01889	nan	2484068	2484069
1242050	1242050	1242050	0	9606	9606	1agn-assembly4	D-3	A-4	P40394	P40394	2484100	2484101
1242058	1242058	1242058	0	10116	10116	1agq-assembly1	B	D	Q07731	Q07731	2484116	2484117
1737576	1250656	1250656	0	4932	4932	1ah8-assembly1	A	B	P02829	P02829	2501312	2501313
1250691	1250691	1250691	0	40050	40050	1ahs-assembly1	B	C	P36325	P36325	2501382	2501383
1250720	1250720	1250720	0	69488	69488	1ahu-assembly1	B-3	A-4	P56216	P56216	2501440	2501441
1250756	1250756	1250756	0	10090	9606	1ahw-assembly1	A	F	P01837	P13726	2501512	2501513
161702252	1290537	1290537	0	9606	9606	1ai0-assembly1	C	L	P01308	P01308	2581074	2581075
258239529	1290540	1290540	0	9606	9606	1ai0-assembly1	D	G	P01308	P01308	2581080	2581081
39387792	1290545	1290545	0	9606	9606	1ai0-assembly1	D	L	P01308	P01308	2581090	2581091
161702252	1290550	1290550	0	9606	9606	1ai0-assembly1	E	J	P01308	P01308	2581100	2581101
1290566	1290566	1290566	0	9606	9606	1ai0-assembly1	H	K	P01308	P01308	2581132	2581133
200712806	1290573	1290573	0	9606	9606	1ai0-assembly1	K	L	P01308	P01308	2581146	2581147
45483121	1290576	1290576	0	10090	0	1ai1-assembly1	H	P	P01868	P05877	2581152	2581153
1290575	1290575	1290575	0	10090	0	1ai1-assembly1	L	P	P01837	P05877	2581150	2581151
1290586	1290586	1290586	0	5476	5476	1ai9-assembly1	A	B	P22906	P22906	2581172	2581173
37629211	1290606	1290606	0	10690	10690	1aih-assembly2	C	D	P21442	P21442	2581212	2581213
1290637	1290637	1290637	0	274	274	1aip-assembly2	E	H	P43895	P60338	2581274	2581275
171323200	1290639	1290639	0	274	274	1aip-assembly2	F	H	P43895	P60338	2581278	2581279
207928232	1290640	1290640	0	274	274	1aip-assembly2	G	H	P43895	P43895	2581280	2581281
1290642	1290642	1290642	0	2262	2262	1ais-assembly1	A	B	P61999	P62001	2581284	2581285
215096026	1290653	1290653	0	9606	9606	1aiy-assembly1	A	H	P01308	P01308	2581306	2581307
245024676	1290697	1290697	0	9606	9606	1aiy-assembly1	F	L	P01308	P01308	2581394	2581395
161702252	1290705	1290705	0	9606	9606	1aiy-assembly1	H	K	P01308	P01308	2581410	2581411
266770504	1290711	1290711	0	9606	9606	1aiy-assembly1	J	L	P01308	P01308	2581422	2581423
200712806	1290712	1290712	0	9606	9606	1aiy-assembly1	K	L	P01308	P01308	2581424	2581425
9223023	1294327	1294327	0	4932	4932	1ajy-assembly1	A	B	P25502	P25502	2588654	2588655
212208393	1517477	1517477	0	9606	12721	1akj-assembly1	A	C	P04439	nan	3034954	3034955
100868585	1653391	1653391	0	10847	10847	1al0-assembly1	1-23	2-23	P69486	P69486	3306782	3306783
1658749	1658749	1658749	0	10847	10847	1al0-assembly1	1-26	F-26	P03641	P69486	3317498	3317499
1688566	1688566	1688566	0	10847	10847	1al0-assembly1	2-59	4-60	P69486	P69486	3377132	3377133
1688623	1688623	1688623	0	10847	10847	1al0-assembly1	2-60	F-60	P03641	P69486	3377246	3377247
1688627	1688627	1688627	0	10847	10847	1al0-assembly1	3-60	F-60	P03641	P69486	3377254	3377255
1686457	1686457	1686457	0	10847	10847	1al0-assembly1	4-51	2-56	P69486	P69486	3372914	3372915
1633691	1633691	1633691	0	10847	10847	1al0-assembly1	F-13	B-13	P03633	P03641	3267382	3267383
180180985	1687939	1687939	0	10847	10847	1al0-assembly1	F-55	F-56	P03641	P03641	3375878	3375879
180181106	1688514	1688514	0	10847	10847	1al0-assembly1	F-58	G-60	P03641	P03643	3377028	3377029
58016386	1688597	1688597	0	10847	10847	1al0-assembly1	F-59	F-60	P03641	P03641	3377194	3377195
180181103	1688598	1688598	0	10847	10847	1al0-assembly1	F-59	G-60	P03641	P03643	3377196	3377197
1688633	1688633	1688633	0	10847	10847	1al0-assembly1	F-60	G-60	P03641	P03643	3377266	3377267
178125144	1688636	1688636	0	32630	32630	1al1-assembly2	A	A-2	nan	nan	3377272	3377273
1688637	1688637	1688637	0	32630	32630	1al1-assembly2	A	A-3	nan	nan	3377274	3377275
178125144	1688641	1688641	0	32630	32630	1al1-assembly2	A-2	A-3	nan	nan	3377282	3377283
178125144	1688648	1688648	0	32630	32630	1al1-assembly2	A-4	A-5	nan	nan	3377296	3377297
1688637	1688649	1688649	0	32630	32630	1al1-assembly2	A-4	A-6	nan	nan	3377298	3377299
178125144	1688650	1688650	0	32630	32630	1al1-assembly2	A-5	A-6	nan	nan	3377300	3377301
260340610	1726058	1726058	0	12081	12081	1al2-assembly1	2-36	3-48	P03300	P03300	3452116	3452117
261616893	1726598	1726598	0	12081	12081	1al2-assembly1	2-37	3-37	P03300	P03300	3453196	3453197
1733127	1733127	1733127	0	12081	12081	1al2-assembly1	2-55	2-56	P03300	P03300	3466254	3466255
72064692	1733147	1733147	0	12081	12081	1al2-assembly1	2-55	2-60	P03300	P03300	3466294	3466295
239151024	1733478	1733478	0	12081	12081	1al2-assembly1	2-59	3-60	P03300	P03300	3466956	3466957
91372767	1731020	1731020	0	12081	12081	1al2-assembly1	4-46	4-47	P03300	P03300	3462040	3462041
253359965	1733501	1733501	0	1393	1393	1al4-assembly1	A	B	nan	nan	3467002	3467003
1733570	1733570	1733570	0	9606	9606	1alu-assembly1	A	A-2	P05231	P05231	3467140	3467141
1733571	1733571	1733571	0	9606	9606	1alu-assembly2	A	A-3	P05231	P05231	3467142	3467143
253359965	1733574	1733574	0	1393	1393	1alx-assembly1	A	B	nan	nan	3467148	3467149
253359965	1733578	1733578	0	1393	1393	1alz-assembly1	A	B	nan	nan	3467156	3467157
1737552	1737552	1737552	0	1789	1789	1am2-assembly1	A	A-2	P72065	P72065	3475104	3475105
115033008	1737555	1737555	0	9606	9606	1am4-assembly3	B	E	P60953	Q07960	3475110	3475111
1737557	1737557	1737557	0	10710	10710	1am7-assembly1	A	C	P03706	P03706	3475114	3475115
1737558	1737558	1737558	0	10710	10710	1am7-assembly1	B	C	P03706	P03706	3475116	3475117
34988776	1737559	1737559	0	9606	9606	1am9-assembly1	A	B	P36956	P36956	3475118	3475119
1737566	1737566	1737566	0	10117	10117	1amh-assembly1	A	B	P00763	P00763	3475132	3475133
82464098	1737574	1737574	0	5547	5547	1amt-assembly1	A	C	nan	nan	3475148	3475149
42071694	1737575	1737575	0	5547	5547	1amt-assembly1	B	C	nan	nan	3475150	3475151
1737576	1737576	1737576	0	4932	4932	1amw-assembly1	A	A-2	P02829	P02829	3475152	3475153
68578468	1743173	1743173	0	0	0	1an2-assembly1	A	A-2	P61244	P61244	3486346	3486347
115149049	1743174	1743174	0	9606	9606	1an4-assembly1	A	B	P22415	P22415	3486348	3486349
1743181	1743181	1743181	0	274	274	1an7-assembly1	A-2	B-2	P24319	P24319	3486362	3486363
1743179	1743179	1743179	0	274	274	1an7-assembly1	B	A-2	P24319	P24319	3486358	3486359
151507737	1743180	1743180	0	274	274	1an7-assembly1	B	B-2	P24319	P24319	3486360	3486361
1743182	1743182	1743182	0	1314	1314	1an8-assembly1	A	A-2	Q8NKX2	Q8NKX2	3486364	3486365
1743192	1743192	1743192	0	1515	1515	1anu-assembly1	A	A-2	Q06851	Q06851	3486384	3486385
2451331	2451331	2451331	0	1423	1423	1ao0-assembly1	B	D	P00497	P00497	4902662	4902663
2451338	2451338	2451338	0	10090	10090	1ao5-assembly1	A-2	B-2	P36368	P36368	4902676	4902677
2451336	2451336	2451336	0	10090	10090	1ao5-assembly1	B	A-2	P36368	P36368	4902672	4902673
9469152	2451389	2451389	0	9606	9606	1ao7-assembly2	A-4	D-4	P04439		4902778	4902779
2451358	2451358	2451358	0	9606	9606	1ao7-assembly2	B-3	A	P04439	P61769	4902716	4902717
2451361	2451361	2451361	0	9606	9606	1ao7-assembly2	B-3	E	P61769		4902722	4902723
2451391	2451391	2451391	0	11908	9606	1ao7-assembly2	C-4	D-4	P14079		4902782	4902783
58956889	2451392	2451392	0	11908	9606	1ao7-assembly2	C-4	E-4	P14079		4902784	4902785
2451382	2451382	2451382	0	9606	9606	1ao7-assembly2	D	D-4			4902764	4902765
39380983	2451393	2451393	0	9606	9606	1ao7-assembly2	D-4	E-4			4902786	4902787
2451395	2451395	2451395	0	6853	6853	1aoc-assembly1	A	B	P02681	P02681	4902790	4902791
5156624	2451413	2451413	0	8355	8355	1aoi-assembly1	C	E	P02302	P06897	4902826	4902827
2451641	2451641	2451641	0	2261	2261	1aor-assembly1	A	B	Q51739	Q51739	4903282	4903283
2451649	2451649	2451649	0	9606	10626	1aou-assembly1	F	P	P03079	P06241	4903298	4903299
2451650	2451650	2451650	0	9606	9606	1aox-assembly1	A	B	P17301	P17301	4903300	4903301
260134961	2478027	2478027	0	5079	0	1apt-assembly1	E	I	P00798	nan	4956054	4956055
57314588	2478029	2478029	0	5079	0	1apu-assembly2	E	I	P00798	nan	4956058	4956059
57314588	2478034	2478034	0	5079	0	1apu-assembly2	E-2	I-2	P00798	nan	4956068	4956069
260134961	2478035	2478035	0	5079	0	1apv-assembly1	E	I	P00798	nan	4956070	4956071
260134961	2478036	2478036	0	5079	0	1apw-assembly1	E	I	P00798	nan	4956072	4956073
2478043	2478043	2478043	0	9606	9606	1apy-assembly1	B	D	P20933	P20933	4956086	4956087
2478046	2478046	2478046	0	9606	9606	1apz-assembly1	A	C	P20933	P20933	4956092	4956093
163697097	2478048	2478048	0	9606	9606	1apz-assembly1	B	C	P20933	P20933	4956096	4956097
2478050	2478050	2478050	0	9606	9606	1apz-assembly1	C	D	P20933	P20933	4956100	4956101
2520321	2520321	2520321	0	4513	4513	1aq0-assembly1	A	B	P12257	P12257	5040642	5040643
99777053	2546102	2546102	0	0	0	1aq4-assembly1	A-23	C-23	P03612	P03612	5092204	5092205
75126028	2540440	2540440	0	0	0	1aq4-assembly1	C-8	A-57	P03612	P03612	5080880	5080881
57992724	2552544	2552544	0	9031	9031	1aq5-assembly1	B	C	P05099	P05099	5105088	5105089
207917487	2552550	2552550	0	9606	9606	1aqc-assembly1	A	B	Q02410	Q02410	5105100	5105101
2552556	2552556	2552556	0	9606	9606	1aqc-assembly2	A	B-2	Q02410	Q02410	5105112	5105113
210453642	2552555	2552555	0	9606	0	1aqc-assembly2	A	C	Q02410	nan	5105110	5105111
210453642	2552560	2552560	0	9606	0	1aqc-assembly2	B-2	D-2	Q02410	nan	5105120	5105121
2552587	2552587	2552587	0	562	562	1aqt-assembly1	A	A-2	P0A6E6	P0A6E6	5105174	5105175
2552588	2552588	2552588	0	10090	10090	1aqu-assembly1	A	B	P49891	P49891	5105176	5105177
163696385	2601857	2601857	0	12081	12081	1ar6-assembly1	0-60	4-60	P03300	nan	5203714	5203715
33030648	2592277	2592277	0	12081	12081	1ar6-assembly1	1-33	1-34	P03300	P03300	5184554	5184555
33001719	2567150	2567150	0	12081	12081	1ar6-assembly1	1-8	4-8	P03300	P03300	5134300	5134301
163696363	2567155	2567155	0	12081	12081	1ar6-assembly1	1-8	4-9	P03300	P03300	5134310	5134311
261616893	2578211	2578211	0	12081	12081	1ar6-assembly1	2-17	3-17	P03300	P03300	5156422	5156423
72064692	2587115	2587115	0	12081	12081	1ar6-assembly1	2-26	2-52	P03300	P03300	5174230	5174231
260340610	2587121	2587121	0	12081	12081	1ar6-assembly1	2-26	3-53	P03300	P03300	5174242	5174243
232718157	2587122	2587122	0	12081	12081	1ar6-assembly1	2-26	4-53	P03300	P03300	5174244	5174245
